"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013743","1979-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","14",",0","10",",0","2",",0","2",",0","1",",0","0",",0","22",",0","4",",0","0",",0","0",",0","11","","2","","19790103",",,0","19790128",",,0","19790128",",,0","","","19790102",",,0","19790101",",,0","-12.2",",0,03,","51",",,0,28,","61",",,0,28,","36.6",",,0,02,","17.2",",0,01,","1220.4","0","514.8",",0","168.9",",,,0","34.6",",X","","","","","","","102",",,,0","1.73",",0","5.49",",,,0","-2.04",",,,0","6354",",X","","","","","","","315",",X","315",",X","","","","","","","25.7",",X","21.9",",X"
"USW00013743","1979-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","7",",0","3",",0","19",",0","4",",0","0",",0","21",",0","11",",0","0",",0","0",",0","12","","2","","19790218","+,,0","19790220",",,0","19790219",",,0","","","19790224",",,0","19790228","+,,0","-14.4",",0,18,+","559",",,0,20,","356",",,0,19,","42.4",",,0,24,","13.3",",0,28,+","1789.9","0","569.5",",0","142.7",",,,0","42.6",",X","","","","","","","777",",,,0","-2.01",",0","1.80",",,,0","-5.81",",,,0","7644",",X","","","","","","","315",",X","315",",X","","","","","","","23.6",",X","17.0",",X"
"USW00013743","1979-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","7.5","0","7.5",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","5",",0","0",",0","9","","","","19790316",",,0","19790331","+,,0","19790315","+,,0","2","","19790324",",,0","19790331",",,0","-3.9",",0,16,","0",",,0,31,+","0",",T,0,15,+","27.2",",,0,24,","29.4",",0,31,","2029.5","0","239.6",",0","62.3",",,,0","64.5",",X","","","","","","","0",",T,,0","10.85",",0","16.52",",,,0","5.17",",,,0","14430",",X","","","","","","","315",",X","315",",X","","","","","","","19.5",",X","15.2",",X"
"USW00013743","1979-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","12.0","0","4.5",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12","","","","19790407",",,0","19790430","+,,0","19790430","+,,0","","","19790409",",,0","19790425",",,0","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,09,","26.1",",0,25,","2183.7","0","154.2",",0","47.8",",,,0","47.8",",X","","","","","","","0",",,,0","13.34",",0","17.90",",,,0","8.79",",,,0","11448",",X","","","","","","","315",",X","315",",X","","","","","","","23.6",",X","19.2",",X"
"USW00013743","1979-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","75.3","0","63.3",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","17","","1","","19790502",",,0","19790531","+,,0","19790531","+,,0","4","","19790513",",,0","19790510",",,0","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,13,","31.7",",0,10,","2201.2","0","17.5",",0","90.1",",,,0","59.4",",X","","","","","","","0",",,,0","19.81",",0","24.62",",,,0","15.01",",,,0","15762",",X","","","","","","","225",",X","360",",X","","","","","","","14.4",",X","11.6",",X"
"USW00013743","1979-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","199.3","0","124.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","17","","1","","19790625","+,,0","19790630","+,,0","19790630","+,,0","4","","19790603",",,0","19790610",",,0","12.8",",0,25,+","0",",,0,30,+","0",",,0,30,+","27.4",",,0,03,","31.7",",0,10,","2201.5","0","0.3",",0","76.0",",,,0","65.0",",X","","","","","","","0",",,,0","22.46",",0","27.41",",,,0","17.51",",,,0","17382",",X","","","","","","","225",",X","180",",X","","","","","","","19.5",",X","13.9",",X"
"USW00013743","1979-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","433.2","0","233.9",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","19","","","","19790706",",,0","19790731","+,,0","19790731","+,,0","6","","19790713",",,0","19790712",",,0","13.9",",0,06,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,13,","33.9",",0,12,","0.0","0","0.0",",0","87.1",",,,0","60.2",",X","","","","","","","0",",,,0","25.88",",0","30.02",",,,0","21.74",",,,0","16350",",X","","","","","","","270",",X","270",",X","","","","","","","24.7",",X","17.0",",X"
"USW00013743","1979-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","665.0","0","231.8",",0","14",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","22","","","","19790817",",,0","19790831","+,,0","19790831","+,,0","8","","19790811",",,0","19790810",",,0","14.4",",0,17,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,11,","36.1",",0,10,","0.0","0","0.0",",0","137.4",",,,0","65.7",",X","","","","","","","0",",,,0","25.81",",0","30.13",",,,0","21.50",",,,0","16734",",X","","","","","","","270",",X","270",",X","","","","","","","20.6",",X","15.2",",X"
"USW00013743","1979-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","777.7","0","112.7",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","16","","","","19790920",",,0","19790930","+,,0","19790930","+,,0","","","19790905",",,0","19790914","+,,0","12.2",",0,20,","0",",,0,30,+","0",",,0,30,+","93.5",",,0,05,","30.6",",0,14,+","3.1","0","3.1",",0","168.8",",,,0","57.6",",X","","","","","","","0",",,,0","21.99",",0","25.80",",,,0","18.18",",,,0","13452",",X","","","","","","","135",",X","45",",X","","","","","","","18.0",",X","14.8",",X"
"USW00013743","1979-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","798.3","0","20.6",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","21","","1","","19791027","+,,0","19791031","+,,0","19791010",",,0","3","","19791001",",,0","19791022",",,0","2.2",",0,27,+","0",",,0,31,+","8",",,0,10,","38.9",",,0,01,","28.9",",0,22,","134.7","0","131.6",",0","140.8",",,,0","54.6",",X","","","","","","","8",",,,0","14.75",",0","19.45",",,,0","10.06",",,,0","11310",",X","","","","","","","270",",X","270",",X","","","","","","","15.9",",X","12.1",",X"
"USW00013743","1979-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","799.4","0","1.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","16","","1","","19791130",",,0","19791130","+,,0","19791130","+,,0","1","","19791126",",,0","19791123","+,,0","-2.2",",0,30,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,26,","23.9",",0,23,+","312.2","0","177.5",",0","59.3",",,,0","52.5",",X","","","","","","","0",",,,0","12.46",",0","17.52",",,,0","7.39",",,,0","9504",",X","","","","","","","270",",X","270",",X","","","","","","","21.6",",X","17.4",",X"
"USW00013743","1979-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","799.4","0","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","8","","","","19791218",",,0","19791231","+,,0","19791220","+,,0","","","19791225",",,0","19791212",",,0","-6.1",",0,18,","0",",,0,31,+","0",",T,0,20,+","9.7",",,0,25,","20.6",",0,12,","679.3","0","367.1",",0","21.7",",,,0","54.3",",X","","","","","","","0",",T,,0","6.49",",0","11.12",",,,0","1.87",",,,0","9642",",X","","","","","","","315",",X","315",",X","","","","","","","21.1",",X","17.0",",X"
"USW00013743","1980-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","6",",0","1",",0","5",",0","3",",0","0",",0","19",",0","2",",0","0",",0","0",",0","7","","","","19800124",",,0","19800106",",,0","19800105",",,0","","","19800118",",,0","19800116",",,0","-6.7",",0,24,","152",",,0,06,","122",",,0,05,","33.0",",,0,18,","13.9",",0,16,","1158.2","0","478.9",",0","72.4",",,,0","30.6",",X","","","","","","","218",",,,0","2.88",",0","6.30",",,,0","-0.54",",,,0","5592",",X","","","","","","","315",",X","315",",X","","","","","","","18.5",",X","14.8",",X"
"USW00013743","1980-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","5",",0","0",",0","4",",0","2",",0","0",",0","21",",0","3",",0","0",",0","0",",0","8","","1","","19800201",",,0","19800210",",,0","19800228","+,,0","","","19800222",",,0","19800221",",,0","-7.8",",0,01,","76",",,0,10,","56",",,0,28,+","6.6",",,0,22,","18.3",",0,21,","1624.0","0","465.8",",0","29.7",",,,0","62.1",",X","","","","","","","130",",,,0","2.27",",0","6.49",",,,0","-1.95",",,,0","11544",",X","","","","","","","315",",X","315",",X","","","","","","","19.0",",X","14.3",",X"
"USW00013743","1980-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","9",",0","1",",0","5",",0","1",",0","0",",0","6",",0","2",",0","1",",0","0",",0","12","","","","19800301",",,0","19800303","+,,0","19800301",",,0","","","19800313",",,0","19800308",",,0","-10.0",",0,01,","152",",,0,03,+","102",",,0,01,","29.5",",,0,13,","22.8",",0,08,","1947.5","0","323.5",",0","128.0",",,,0","50.6",",X","","","","","","","156",",,,0","7.90",",0","12.90",",,,0","2.90",",,,0","11178",",X","","","","","","","315","1,X","315",",X","","","","","","","24.7","1,X","18.8",",X"
"USW00013743","1980-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","4.7","0","4.7",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","9","","","","19800417",",,0","19800430","+,,0","19800430","+,,0","3","","19800427",",,0","19800420",",,0","1.7",",0,17,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,27,","26.7",",0,20,","2033.8","0","86.3",",0","83.2",",,,0","61.2",",X","","","","","","","0",",,,0","15.61",",0","20.87",",,,0","10.36",",,,0","14484",",X","","","","","","","315",",X","315",",X","","","","","","","22.1",",X","15.6",",X"
"USW00013743","1980-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","98.7","0","94.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","15","","","","19800510","+,,0","19800531","+,,0","19800531","+,,0","6","","19800518",",,0","19800513",",,0","7.2",",0,10,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,18,","32.2",",0,13,","2050.5","0","16.7",",0","67.2",",,,0","70.9",",X","","","","","","","0",",,,0","20.82",",0","26.10",",,,0","15.55",",,,0","19110",",X","","","","","","","315",",X","180",",X","","","","","","","21.1",",X","13.9",",X"
"USW00013743","1980-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","262.8","0","164.1",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","7","","","","19800609",",,0","19800630","+,,0","19800630","+,,0","8","","19800606",",,0","19800629","+,,0","11.1",",0,09,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,06,","36.7",",0,29,+","2050.8","0","0.3",",0","42.8",",,,0","79.1",",X","","","","","","","0",",,,0","23.79",",0","29.25",",,,0","18.34",",,,0","21168",",X","","","","","","","360",",X","225",",X","","","","","","","23.1",",X","17.9",",X"
"USW00013743","1980-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","561.2","0","298.4",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","7","","","","19800707","+,,0","19800731","+,,0","19800731","+,,0","8","","19800722",",,0","19800716",",,0","18.9",",0,07,+","0",",,0,31,+","0",",,0,31,+","34.0",",,0,22,","39.4",",0,16,","0.0","0","0.0",",0","98.2",",,,0","80.8",",X","","","","","","","0",",,,0","27.96",",0","32.79",",,,0","23.13",",,,0","21918",",X","","","","","","","225",",X","225",",X","","","","","","","37.0",",X","17.9",",X"
"USW00013743","1980-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","867.5","0","306.3",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","9","","","","19800817",",,0","19800831","+,,0","19800831","+,,0","5","","19800815",",,0","19800811","+,,0","17.8",",0,17,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,15,","37.8",",0,11,+","0.0","0","0.0",",0","28.3",",,,0","75.5",",X","","","","","","","0",",,,0","28.21",",0","33.34",",,,0","23.09",",,,0","19200",",X","","","","","","","270",",X","270",",X","","","","","","","27.2",",X","19.2",",X"
"USW00013743","1980-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1071.7","0","204.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","14","","","","19800928","+,,0","19800930","+,,0","19800930","+,,0","6","","19800925",",,0","19800902",",,0","11.1",",0,28,+","0",",,0,30,+","0",",,0,30,+","23.9",",,0,25,","38.3",",0,02,","2.5","0","2.5",",0","48.2",",,,0","74.4",",X","","","","","","","0",",,,0","25.06",",0","30.17",",,,0","19.94",",,,0","16704",",X","","","","","","","315",",X","315",",X","","","","","","","28.8",",X","22.4",",X"
"USW00013743","1980-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1091.0","0","19.3",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","10","","","","19801031",",,0","19801031","+,,0","19801031","+,,0","2","","19801025",",,0","19801009",",,0","3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,25,","29.4",",0,09,","109.9","0","107.4",",0","65.8",",,,0","63.7",",X","","","","","","","0",",,,0","15.49",",0","20.34",",,,0","10.64",",,,0","13266",",X","","","","","","","270",",X","270",",X","","","","","","","23.1",",X","15.2",",X"
"USW00013743","1980-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1091.3","0","0.3",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13","","1","","19801121","+,,0","19801130","+,,0","19801127","+,,0","2","","19801117",",,0","19801108",",,0","0.6",",0,21,+","0",",,0,30,+","0",",T,0,27,+","22.4",",,0,17,","24.4",",0,08,","384.6","0","274.7",",0","65.1",",,,0","55.4",",X","","","","","","","0",",T,,0","9.19",",0","13.65",",,,0","4.73",",,,0","10134",",X","","","","","","","315",",X","315",",X","","","","","","","23.6",",X","19.2",",X"
"USW00013743","1980-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","1091.3","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","14",",0","4",",0","1",",0","0",",0","8","","2","","19801226","+,,0","19801223",",,0","19801231",",,0","","","19801209",",,0","19801208",",,0","-11.1",",0,26,+","0",",T,0,23,","8",",,0,31,","6.4",",,0,09,","21.7",",0,08,","819.4","0","434.8",",0","16.6",",,,0","46.2",",X","","","","","","","8",",,,0","4.31",",0","8.61",",,,0","0.00",",,,0","8196",",X","","","","","","","315",",X","315",",X","","","","","","","23.6",",X","17.9",",X"
"USW00013743","1981-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","3",",0","1",",0","0",",0","22",",0","8",",0","0",",0","0",",0","7","","","","19810113","+,,0","19810102",",,0","19810101",",,0","","","19810101",",,0","19810126",",,0","-11.7",",0,13,+","51",",,0,02,","69",",,0,01,","3.6",",,0,01,","17.2",",0,26,","1371.2","0","551.8",",0","9.7",",,,0","46.5",",X","","","","","","","107",",,,0","0.53",",0","4.69",",,,0","-3.62",",,,0","8526",",X","","","","","","","315",",X","315",",X","","","","","","","19.5",",X","15.6",",X"
"USW00013743","1981-02","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","2",",0","1",",0","0",",0","14","","1","","19810212",",,0","19810228","+,,0","19810206",",,0","","","19810202",",,0","19810218",",,0","-8.9",",0,12,","0",",,0,28,+","0",",T,0,06,","18.3",",,0,02,","24.4",",0,18,","1703.5","0","332.3",",0","71.7",",,,0","48.3",",X","","","","","","","0",",T,,0","6.47",",0","11.95",",,,0","0.99",",,,0","8688",",X","","","","","","","315",",X","315",",X","","","","","","","25.2",",X","18.8",",X"
"USW00013743","1981-03","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","3.3","0","3.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","4","","","","19810320","+,,0","19810331","+,,0","19810321","+,,0","","","19810330",",,0","19810331",",,0","-2.2",",0,20,+","0",",,0,31,+","0",",T,0,21,+","22.9",",,0,30,","29.4",",0,31,","2006.1","0","302.6",",0","38.0",",,,0","48.6",",X","","","","","","","0",",T,,0","8.68",",0","14.00",",,,0","3.36",",,,0","10878",",X","","","","","","","315",",X","315",",X","","","","","","","24.7",",X","17.0",",X"
"USW00013743","1981-04","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","28.6","0","25.3",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","7","","","","19810421",",,0","19810430","+,,0","19810430","+,,0","4","","19810423",",,0","19810403",",,0","3.9",",0,21,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,23,","30.0",",0,03,","2081.1","0","75.0",",0","66.9",",,,0","58.7",",X","","","","","","","0",",,,0","16.68",",0","22.32",",,,0","11.04",",,,0","13992",",X","","","","","","","315",",X","315",",X","","","","","","","19.0",",X","13.4",",X"
"USW00013743","1981-05","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","92.4","0","63.8",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","9","","","","19810503",",,0","19810531","+,,0","19810531","+,,0","5","","19810511",",,0","19810525",",,0","7.2",",0,03,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,11,","32.2",",0,25,","2124.3","0","43.2",",0","86.9",",,,0","62.1",",X","","","","","","","0",",,,0","19.00",",0","24.28",",,,0","13.71",",,,0","16530",",X","","","","","","","315",",X","270",",X","","","","","","","20.6",",X","13.0",",X"
"USW00013743","1981-06","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","320.8","0","228.4",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","13","","1","","19810627",",,0","19810630","+,,0","19810630","+,,0","8","","19810602",",,0","19810625",",,0","15.6",",0,27,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,02,","36.7",",0,25,","2124.3","0","0.0",",0","65.0",",,,0","68.3",",X","","","","","","","0",",,,0","25.95",",0","30.62",",,,0","21.28",",,,0","18312",",X","","","","","","","315",",X","315",",X","","","","","","","22.6",",X","18.8",",X"
"USW00013743","1981-07","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","582.6","0","261.8",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","15","","","","19810730",",,0","19810731","+,,0","19810731","+,,0","6","","19810704",",,0","19810709",",,0","16.1",",0,30,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,04,","36.7",",0,09,","0.0","0","0.0",",0","144.7",",,,0","68.7",",X","","","","","","","0",",,,0","26.78",",0","31.02",",,,0","22.54",",,,0","18624",",X","","","","","","","90",",X","270",",X","","","","","","","28.3",",X","17.9",",X"
"USW00013743","1981-08","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","789.7","0","207.1",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","16","","","","19810818",",,0","19810831","+,,0","19810831","+,,0","3","","19810812",",,0","19810805",",,0","14.4",",0,18,","0",",,0,31,+","0",",,0,31,+","18.3",",,0,12,","34.4",",0,05,","0.0","0","0.0",",0","76.8",",,,0","70.3",",X","","","","","","","0",",,,0","25.01",",0","29.62",",,,0","20.41",",,,0","17874",",X","","","","","","","45",",X","315",",X","","","","","","","14.4",",X","11.6",",X"
"USW00013743","1981-09","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","901.1","0","111.4",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","11","","","","19810929",",,0","19810930","+,,0","19810930","+,,0","2","","19810915",",,0","19810914",",,0","9.4",",0,29,","0",",,0,30,+","0",",,0,30,+","30.7",",,0,15,","34.4",",0,14,","11.1","0","11.1",",0","49.2",",,,0","61.4",",X","","","","","","","0",",,,0","21.68",",0","26.28",",,,0","17.07",",,,0","13674",",X","","","","","","","315",",X","270",",X","","","","","","","15.9",",X","12.5",",X"
"USW00013743","1981-10","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","910.6","0","9.5",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10","","","","19811020",",,0","19811031","+,,0","19811031","+,,0","3","","19811026",",,0","19811001",",,0","2.8",",0,20,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,26,","30.6",",0,01,","135.9","0","124.8",",0","92.5",",,,0","54.0",",X","","","","","","","0",",,,0","14.61",",0","19.63",",,,0","9.59",",,,0","11334",",X","","","","","","","315",",X","315",",X","","","","","","","22.1",",X","15.6",",X"
"USW00013743","1981-11","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","910.6","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","6","","","","19811126","+,,0","19811130","+,,0","19811124",",,0","1","","19811106",",,0","19811102",",,0","-0.6",",0,26,+","0",",,0,30,+","0",",T,0,24,","4.8",",,0,06,","24.4",",0,02,","363.6","0","227.7",",0","7.4",",,,0","52.6",",X","","","","","","","0",",T,,0","10.74",",0","15.31",",,,0","6.18",",,,0","9576",",X","","","","","","","315",",X","315",",X","","","","","","","19.0",",X","14.8",",X"
"USW00013743","1981-12","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","910.6","0","0.0",",0","11",",0","4",",0","0",",0","1",",0","1",",0","0",",0","16",",0","1",",0","0",",0","0",",0","15","","3","","19811221",",,0","19811216",",,0","19811215",",,0","","","19811214",",,0","19811223",",,0","-8.9",",0,21,","25",",,0,16,","30",",,0,15,","21.3",",,0,14,","18.9",",0,23,","821.4","0","457.8",",0","71.2",",,,0","35.3",",X","","","","","","","43",",,,0","3.57",",0","7.20",",,,0","-0.07",",,,0","6246",",X","","","","","","","315",",X","315","1,X","","","","","","","22.1",",X","17.0","1,X"
"USW00013743","1982-01","38.84721","-77.03454","4.1","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","18",",0","3",",0","1",",0","25",",0","13",",0","0",",0","0",",0","16","","2","","19820117",",,0","19820123",",,0","19820113",",,0","1","","19820104",",,0","19820131",",,0","-20.6",",0,17,","254",",,0,23,","163",",,0,13,","15.5",",,0,04,","16.1",",0,31,","1457.2","0","635.8",",0","57.7",",,,0","43.0",",X","","","","","","","389",",,,0","-2.18",",0","2.26",",,,0","-6.61",",,,0","7842",",X","","","","","","","315",",X","315","3,X","","","","","","","22.6",",X","14.8","3,X"
